current_path,size_bytes,sha256,classification,status
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/06_adrs/ADR-005_LLM_STATE_MUTATION.md,532,65bde761654cefca16236329cc0e436f073c1611d02f548104ee766fbd4d4525,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/06_adrs/ADR-006_RETRY_POLICY.md,508,5e48a93e699eb58c4911b78d67ab5b56c24b76bee69e6e6edba5521b43feb489,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/06_adrs/ADR-007_BROWSER_SECURITY.md,541,e25b437db993f1cbfeaac686fc38ba21e2d4316dcedbd7945eb1520bf2593d06,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/06_adrs/ADR-008_WORKFLOW_ENGINE.md,579,6e33e8b66988dac4a13cab34e71c96767f70dbfc1939cf42b65866585f2cdea4,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/05_phases/BUILD_ORDER.md,1532,3abb8c7c4be9dcb698771da8ec8a3b919685ed9c77d10a5ea338691f5b8fe813,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/05_phases/PHASE_0_BENCHMARK.md,2129,8ebe179dd9744e70034d86bb3d20a7211fb75af8d8e2fc313b4729e34f563b6e,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/05_phases/PHASE_ROADMAP.md,1837,95e81269b851c0142babf8230cbd2c28ed6f8a47de9b19a9a785a482cda02904,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/08_evidence/REQUIREMENT_TRACEABILITY.md,1680,86b8d9bca722ff7ca377dad235bedad5ffa5d98a53880ff1cb83a02a7614146c,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/08_evidence/SOURCE_LEDGER.md,3413,cd791ac8e2ce129cf6abb0f0467382ac9596b20db7cf42ccbd1d9f8f8dc1262f,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/01_master/DATA_MODEL.md,3173,53c49b09be2675a3c76b70c1171c92711d9fe541989f9d94219d301228dcee92,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
